interaction_type,has_open_tracking,has_click_tracking,content_type,time_quadrant,hour,minute,weekday,date,month,thread_length,thread_avg_reply_delay,thread_avg_receive_delay,identifier,used_tracking
RECEIVED,FALSE,FALSE,UPDATES,3,13,30,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,13,28,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,4,18,57,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,12,56,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,12,56,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,18,26,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PERSONAL,3,12,5,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,FORUMS,3,17,22,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,17,20,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,3,53,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,PROMOTIONS,2,6,16,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,12,19,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PROMOTIONS,2,10,14,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PERSONAL,1,2,31,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,7,58,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,45,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,5,54,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,PROMOTIONS,4,19,44,Monday,19,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,0,43,Tuesday,20,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,3,15,48,Monday,19,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,20,44,Monday,19,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,4,20,18,Monday,19,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PROMOTIONS,4,18,3,Monday,19,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,3,13,30,Monday,19,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,UPDATES,2,10,36,Monday,19,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,PROMOTIONS,2,8,1,Monday,19,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PERSONAL,1,4,27,Monday,19,10,2,0,81,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PROMOTIONS,2,9,49,Monday,19,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,1,3,14,Monday,19,10,3,2,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,1,3,12,Monday,19,10,3,2,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PERSONAL,1,3,12,Monday,19,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,1,3,8,Monday,19,10,3,2,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PERSONAL,1,3,6,Monday,19,10,2,0,81,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,23,54,Sunday,18,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,14,17,Sunday,18,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,2,44,Monday,19,10,2,0,46,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,1,57,Monday,19,10,2,0,46,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,1,40,Monday,19,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,SOCIAL,3,17,31,Sunday,18,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,21,8,Sunday,18,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,TRUE,TRUE,PROMOTIONS,2,11,57,Sunday,18,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,3,16,48,Sunday,18,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,16,40,Sunday,18,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PROMOTIONS,1,5,15,Sunday,18,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,15,45,Sunday,18,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,12,3,Sunday,18,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,PROMOTIONS,2,7,26,Sunday,18,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,PERSONAL,3,12,19,Sunday,18,10,41,5090.913043,743.9411765,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,1,3,30,Sunday,18,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,PROMOTIONS,4,19,44,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,UPDATES,4,19,39,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,4,18,30,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,2,9,54,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,3,15,4,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,19,20,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,10,44,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,5,9,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,0,44,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,2,7,15,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,57,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,57,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PERSONAL,2,6,56,Saturday,17,10,3,0,8.5,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,45,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,44,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PERSONAL,2,6,44,Saturday,17,10,3,0,8.5,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,38,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,38,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,38,Saturday,17,10,3,0,8.5,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,PROMOTIONS,2,6,12,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,PROMOTIONS,1,5,6,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,3,39,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,PROMOTIONS,1,2,40,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,UPDATES,1,1,0,Saturday,17,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,PROMOTIONS,4,18,45,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,PROMOTIONS,2,11,6,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,TRUE,FALSE,UPDATES,2,8,2,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,16,22,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,UPDATES,3,13,46,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,5,52,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,17,6,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,10,28,Friday,16,10,2,0,497,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,UPDATES,2,8,21,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,0,50,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PERSONAL,2,6,51,Friday,16,10,2,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,50,Friday,16,10,2,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,38,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,6,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,1,4,30,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,PROMOTIONS,1,3,20,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,2,11,Friday,16,10,2,0,497,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PROMOTIONS,1,4,42,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,2,8,Friday,16,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,20,9,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,20,9,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,20,5,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,UPDATES,3,17,53,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,22,3,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,UPDATES,3,15,33,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,3,15,19,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PERSONAL,3,14,8,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,3,13,27,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,49,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,PROMOTIONS,2,11,7,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,UPDATES,2,9,51,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,8,21,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,7,5,Thursday,15,10,2,0,1,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,7,3,Thursday,15,10,2,0,1,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,PROMOTIONS,1,5,49,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,2,11,7,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,PROMOTIONS,2,10,43,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,4,37,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,4,23,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,4,22,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,4,22,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,4,21,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,4,8,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,3,37,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,UPDATES,1,2,12,Thursday,15,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,UPDATES,4,18,7,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,23,2,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,2,10,14,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,22,44,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,UPDATES,3,14,10,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,FORUMS,4,18,55,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,PERSONAL,3,13,29,Wednesday,14,10,17,10141.125,413.875,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,2,7,49,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,49,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,49,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,1,3,39,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,1,3,33,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PROMOTIONS,1,2,34,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,2,17,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PROMOTIONS,1,4,55,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,4,13,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,15,37,Tuesday,13,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,PROMOTIONS,1,0,48,Wednesday,14,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,3,17,47,Tuesday,13,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,3,17,36,Tuesday,13,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,16,50,Tuesday,13,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PROMOTIONS,3,17,59,Tuesday,13,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,PERSONAL,3,14,13,Tuesday,13,10,17,10141.125,413.875,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PERSONAL,2,8,28,Tuesday,13,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,55,Tuesday,13,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,55,Tuesday,13,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,3,12,25,Tuesday,13,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,22,53,Monday,12,10,4,0,182.6666667,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,22,33,Monday,12,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,2,9,7,Tuesday,13,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,14,20,Monday,12,10,4,0,182.6666667,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,14,14,Monday,12,10,4,0,182.6666667,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,13,44,Monday,12,10,4,0,182.6666667,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,17,31,Monday,12,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,8,3,Monday,12,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,11,44,Monday,12,10,2,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,11,43,Monday,12,10,2,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,UPDATES,2,8,0,Monday,12,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,PROMOTIONS,1,5,9,Monday,12,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,19,32,Sunday,11,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,13,48,Sunday,11,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,10,36,Sunday,11,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,2,6,26,Sunday,11,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,2,7,56,Sunday,11,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,4,9,Sunday,11,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,PROMOTIONS,1,0,21,Sunday,11,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,22,24,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,16,23,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,15,38,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,4,20,40,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,7,48,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,17,40,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,17,28,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,UPDATES,2,11,46,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,UPDATES,2,11,32,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,3,39,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,PROMOTIONS,2,8,10,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,11,29,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,2,11,25,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,2,10,25,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,2,18,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,13,32,Friday,9,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,UPDATES,4,20,2,Friday,9,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,1,0,44,Saturday,10,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,PROMOTIONS,4,18,41,Friday,9,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,TRUE,FALSE,UPDATES,2,8,2,Friday,9,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,3,17,53,Friday,9,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,PROMOTIONS,3,12,21,Friday,9,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,UPDATES,2,8,56,Friday,9,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
SENT,FALSE,FALSE,UPDATES,2,7,15,Friday,9,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,FALSE,FALSE,UPDATES,2,9,21,Friday,9,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,PROMOTIONS,1,3,20,Friday,9,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,UPDATES,1,2,51,Friday,9,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,TRUE,UPDATES,1,2,47,Friday,9,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
RECEIVED,TRUE,FALSE,UPDATES,1,2,47,Friday,9,10,1,0,0,e6ca72cddd77e2dfc9ef1d47ed743edb,1
