interaction_type,has_open_tracking,has_click_tracking,content_type,time_quadrant,hour,minute,weekday,date,month,thread_length,thread_avg_reply_delay,thread_avg_receive_delay,identifier,used_tracking
RECEIVED,FALSE,FALSE,PERSONAL,1,1,19,Sunday,18,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,4,21,30,Saturday,17,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,4,23,27,Saturday,17,10,2,513,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,3,13,36,Saturday,17,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,3,15,46,Saturday,17,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,3,14,53,Saturday,17,10,2,513,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,3,13,4,Saturday,17,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,2,6,59,Saturday,17,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,1,0,38,Saturday,17,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,4,21,24,Friday,16,10,2,7,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,2,8,23,Friday,16,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,4,19,6,Friday,16,10,5,17.5,4.5,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,4,19,8,Friday,16,10,5,17.5,4.5,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,4,18,32,Friday,16,10,5,17.5,4.5,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,4,18,28,Friday,16,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,4,18,32,Friday,16,10,5,17.5,4.5,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,4,18,22,Friday,16,10,5,17.5,4.5,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,4,18,19,Friday,16,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,3,16,43,Friday,16,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,3,15,25,Friday,16,10,4,94.5,9,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,3,15,22,Friday,16,10,4,94.5,9,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,3,15,13,Friday,16,10,4,94.5,9,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,3,12,9,Friday,16,10,3,55.5,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,3,12,6,Friday,16,10,4,94.5,9,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,1,5,25,Friday,16,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,2,9,15,Friday,16,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,4,21,32,Thursday,15,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,4,19,4,Thursday,15,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,3,15,6,Thursday,15,10,5,114,7,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,3,14,58,Thursday,15,10,5,114,7,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,3,14,56,Thursday,15,10,5,114,7,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,2,10,53,Thursday,15,10,5,114,7,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,2,9,15,Thursday,15,10,5,114,7,04372dba130f0a8d051649661542ed68,0
RECEIVED,TRUE,FALSE,UPDATES,4,18,6,Wednesday,14,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,1,3,19,Thursday,15,10,2,0,241,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,4,23,17,Wednesday,14,10,2,0,241,04372dba130f0a8d051649661542ed68,0
RECEIVED,TRUE,TRUE,UPDATES,3,15,13,Wednesday,14,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,1,5,25,Wednesday,14,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,3,15,49,Tuesday,13,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,3,17,53,Tuesday,13,10,4,3817.5,898,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,3,17,35,Tuesday,13,10,3,2,9,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,3,17,33,Tuesday,13,10,3,2,9,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,3,17,23,Tuesday,13,10,3,2,9,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,4,22,20,Monday,12,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,4,21,33,Monday,12,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,SOCIAL,3,14,37,Monday,12,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,3,15,42,Monday,12,10,2,0,98,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,3,14,4,Monday,12,10,2,0,98,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,2,11,19,Monday,12,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,1,5,25,Monday,12,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,2,8,42,Monday,12,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,2,8,27,Monday,12,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,TRUE,TRUE,UPDATES,4,23,57,Sunday,11,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,3,13,10,Sunday,11,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,3,12,50,Sunday,11,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,1,5,25,Sunday,11,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,2,7,20,Sunday,11,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,4,21,41,Saturday,10,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,2,9,35,Saturday,10,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,TRUE,FALSE,FORUMS,3,13,36,Saturday,10,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,1,3,9,Saturday,10,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,4,23,31,Friday,9,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,3,12,29,Friday,9,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,3,12,6,Friday,9,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,3,17,1,Thursday,8,10,2,0,62,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,3,16,10,Thursday,8,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,1,5,25,Thursday,8,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,2,10,37,Thursday,8,10,4,3817.5,898,04372dba130f0a8d051649661542ed68,0
RECEIVED,TRUE,TRUE,UPDATES,1,4,18,Thursday,8,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,2,9,16,Thursday,8,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,4,23,29,Wednesday,7,10,3,16,209,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,4,23,12,Wednesday,7,10,3,16,209,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,4,19,43,Wednesday,7,10,3,16,209,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,4,19,39,Wednesday,7,10,4,3817.5,898,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,2,10,40,Wednesday,7,10,3,1163.5,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,2,10,37,Wednesday,7,10,3,1163.5,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,2,9,38,Wednesday,7,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,TRUE,FALSE,UPDATES,1,0,11,Wednesday,7,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,TRUE,FALSE,UPDATES,2,10,39,Tuesday,6,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,3,12,17,Tuesday,6,10,2,7,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,2,11,17,Tuesday,6,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,2,10,57,Tuesday,6,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,1,5,25,Tuesday,6,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,2,10,35,Tuesday,6,10,6,3738.6,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,4,20,3,Monday,5,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,SOCIAL,3,14,49,Monday,5,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,3,13,21,Monday,5,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,TRUE,TRUE,UPDATES,4,23,57,Sunday,4,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,1,5,25,Sunday,4,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,1,2,3,Sunday,4,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,1,4,20,Sunday,4,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,4,23,30,Saturday,3,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,2,10,48,Saturday,3,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,1,2,58,Saturday,3,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,1,5,24,Friday,2,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,TRUE,FALSE,PROMOTIONS,1,0,5,Friday,2,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,4,20,9,Thursday,1,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,3,15,2,Thursday,1,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,3,14,52,Thursday,1,10,2,302,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,FORUMS,2,9,50,Thursday,1,10,2,302,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,TRUE,TRUE,UPDATES,1,4,14,Thursday,1,10,1,0,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,2,9,27,Thursday,1,10,2,20,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,2,9,7,Thursday,1,10,2,20,0,04372dba130f0a8d051649661542ed68,0
SENT,FALSE,FALSE,PERSONAL,2,8,55,Thursday,1,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,PERSONAL,2,8,51,Thursday,1,10,1,0,0,04372dba130f0a8d051649661542ed68,0
RECEIVED,FALSE,FALSE,UPDATES,4,23,33,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PROMOTIONS,4,18,59,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PROMOTIONS,3,15,18,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,TRUE,UPDATES,4,21,15,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,SOCIAL,4,21,9,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,FALSE,UPDATES,4,19,28,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,TRUE,UPDATES,4,18,2,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PERSONAL,4,22,30,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,TRUE,UPDATES,3,16,55,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,FALSE,UPDATES,3,16,25,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,TRUE,PROMOTIONS,3,16,25,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,2,10,6,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,TRUE,UPDATES,3,15,52,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,2,10,44,Friday,30,10,2,0,364,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,2,8,44,Friday,30,10,4,1755.333333,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,15,12,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,FALSE,UPDATES,2,10,2,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PERSONAL,4,20,29,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,TRUE,UPDATES,3,14,54,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PROMOTIONS,2,7,27,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,14,0,Friday,30,10,4,111,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,SOCIAL,3,14,0,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,SOCIAL,3,13,55,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,TRUE,UPDATES,3,12,58,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,12,48,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,12,46,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,12,46,Friday,30,10,4,111,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,FALSE,UPDATES,3,12,44,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,12,2,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,FALSE,UPDATES,2,11,59,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,UPDATES,2,10,40,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PROMOTIONS,2,9,48,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,1,4,39,Friday,30,10,2,0,364,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,1,2,35,Friday,30,10,5,50.5,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,1,2,35,Friday,30,10,5,50.5,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,1,2,5,Friday,30,10,3,3407.5,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,1,2,5,Friday,30,10,3,3407.5,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,2,8,50,Friday,30,10,4,111,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,2,8,48,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,PROMOTIONS,2,8,45,Friday,30,10,2,5,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,2,8,38,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,2,8,26,Friday,30,10,4,111,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,1,1,26,Friday,30,10,5,50.5,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PROMOTIONS,2,8,40,Friday,30,10,2,5,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,SOCIAL,2,8,1,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,TRUE,UPDATES,2,8,0,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PROMOTIONS,2,7,37,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,2,7,20,Friday,30,10,2,29,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PROMOTIONS,3,12,47,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,2,6,50,Friday,30,10,2,29,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,12,18,Friday,30,10,3,2075.5,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,35,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,2,6,35,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PROMOTIONS,2,6,33,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,4,23,25,Thursday,29,10,5,50.5,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,TRUE,FALSE,PROMOTIONS,2,6,25,Friday,30,10,2,28,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,4,23,11,Thursday,29,10,5,50.5,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,FALSE,PROMOTIONS,1,5,56,Friday,30,10,2,28,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,2,11,18,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,FALSE,PROMOTIONS,2,10,38,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,TRUE,PROMOTIONS,1,4,35,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,FALSE,UPDATES,1,3,52,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,1,3,30,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,SOCIAL,1,2,42,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PROMOTIONS,1,1,38,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PROMOTIONS,1,1,36,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,TRUE,PROMOTIONS,1,0,50,Friday,30,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,SOCIAL,3,17,46,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,TRUE,UPDATES,4,23,2,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PROMOTIONS,3,16,18,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,15,11,Thursday,29,10,4,1843,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,TRUE,UPDATES,4,21,48,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,TRUE,FALSE,PROMOTIONS,3,14,29,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,4,19,56,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,3,12,13,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,4,18,52,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,2,11,52,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,FALSE,UPDATES,4,18,33,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,4,18,14,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,4,18,12,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,17,46,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,17,44,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,UPDATES,4,23,11,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,FALSE,UPDATES,3,16,54,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,SOCIAL,2,9,45,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,2,10,42,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,PROMOTIONS,2,11,0,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,SOCIAL,3,14,46,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,TRUE,UPDATES,3,14,26,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,3,13,59,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,13,42,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,3,13,25,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,13,12,Thursday,29,10,2,61,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PROMOTIONS,2,9,16,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,FALSE,UPDATES,3,12,44,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,12,38,Thursday,29,10,2,11,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,12,26,Thursday,29,10,2,11,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,12,20,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,12,16,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,3,12,10,Thursday,29,10,2,61,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,TRUE,FALSE,UPDATES,2,11,59,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,3,16,48,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,UPDATES,2,9,9,Thursday,29,10,2,0,89,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,PERSONAL,3,14,2,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
SENT,FALSE,FALSE,FORUMS,2,8,4,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
RECEIVED,FALSE,FALSE,SOCIAL,2,7,53,Thursday,29,10,1,0,0,698cbd68bdc2ef08f42984a78c6fd923,1
